timestep,Earth x,Earth y,Earth z,Moon x,Moon y,Moon z
2300.0,110.44126391540004,-0.7453883000499828,0.0,363289422.9406443,2597275.8344174465,0.0
2400.0,119.72800601926227,-0.7121853056364557,0.0,363288541.52186817,2705472.6830708953,0.0
2500.0,129.38621270019192,-0.676215948547307,0.0,363287624.84682566,2813669.2691646675,0.0
2600.0,139.41588333142627,-0.6373695946833602,0.0,363286672.91557634,2921865.582198313,0.0
2700.0,149.81701726021203,-0.5955356099527557,0.0,363285685.72818214,3030061.611671382,0.0
2800.0,160.5896138078052,-0.5506033602724733,0.0,363284663.2847075,3138257.3470834265,0.0
2900.0,171.73367226947104,-0.502462211569854,0.0,363283605.58521926,3246452.7779339985,0.0
3000.0,183.24919191448393,-0.4510015297841225,0.0,363282512.6297868,3354647.8937226515,0.0
3100.0,195.1361719861272,-0.3961106808679092,0.0,363281384.41848195,3462842.6839489406,0.0
3200.0,207.39461170169312,-0.33767903078877276,0.0,363280220.95137894,3571037.1381124216,0.0
3300.0,220.02451025248266,-0.2755959455307226,0.0,363279022.2285546,3679231.2457126523,0.0
3400.0,233.02586680380549,-0.20975079109574118,0.0,363277788.25008816,3787424.9962491924,0.0
3500.0,246.39868049497977,-0.14003293350530682,0.0,363276519.01606125,3895618.3792216033,0.0
